WORD_ID,SENTENCE_ID,CHRON_ID,WORD,PART_OF_SPEECH,CONTENT_WORD,WORD_LENGTH,IA_AREA,IA_TOP,IA_BOTTOM,IA_LEFT,IA_RIGHT
2_111_61,2_1006,24123,written,VERB,1,7,5280,340,406,559,639
2_111_62,2_1006,24124,to,ADP,0,2,1980,340,406,639,669
2_111_63,2_1006,24125,her,PRON,0,3,2706,340,406,669,710
2_111_64,2_1006,24126,by,ADP,0,2,1914,340,406,710,739
2_111_65,2_1006,24127,Mrs,NOUN,1,3,3234,340,406,739,788
2_111_67,2_1006,24128,on,ADP,0,2,3498,406,472,66,119
2_111_68,2_1006,24129,the,DET,0,3,2640,406,472,119,159
2_111_69,2_1006,24130,evening,NOUN,1,7,5346,406,472,159,240
2_111_70,2_1006,24131,of,ADP,0,2,1914,406,472,240,269
2_111_71,2_1006,24132,the,DET,0,3,2706,406,472,269,310
2_111_74,2_1007,24133,and,CONJ,0,3,2706,406,472,439,480
2_111_75,2_1007,24134,I,PRON,0,1,1254,406,472,480,499
2_111_76,2_1007,24135,had,VERB,1,3,3234,406,472,499,548
2_111_77,2_1007,24136,of,ADP,0,2,2112,406,472,548,580
2_111_78,2_1007,24137,course,NOUN,1,6,4554,406,472,580,649
2_111_79,2_1007,24138,already,ADV,1,7,5346,406,472,649,730
2_111_80,2_1007,24139,seen,VERB,1,4,3300,406,472,730,780
2_111_81,2_1007,24140,it,PRON,0,2,2508,406,472,780,818
2_111_82,2_1008,24141,It,PRON,0,2,2046,406,472,818,849
2_111_83,2_1008,24142,added,VERB,1,5,5610,406,472,849,934
2_111_84,2_1008,24143,nothing,PRON,0,7,5150,472,522,66,169
2_111_85,2_1008,24144,to,ADP,0,2,1500,472,522,169,199
2_111_86,2_1008,24145,our,PRON,0,3,2050,472,522,199,240
2_111_87,2_1008,24146,knowledge,NOUN,1,9,4950,472,522,240,339
2_111_88,2_1008,24147,of,ADP,0,2,1500,472,522,339,369
2_111_89,2_1008,24148,the,DET,0,3,2000,472,522,369,409
2_111_90,2_1008,24149,tragedy,NOUN,1,7,5550,472,522,409,520
2_112_1,2_1009,24150,The,DET,0,3,3136,93,142,65,129
2_112_2,2_1009,24151,following,VERB,1,9,4949,93,142,129,230
2_112_3,2_1009,24152,is,VERB,1,2,1421,93,142,230,259
2_112_4,2_1009,24153,a,DET,0,1,1029,93,142,259,280
2_112_5,2_1009,24154,facsimile,NOUN,1,9,5292,93,142,280,388
2_112_6,2_1009,24155,STYLES,NOUN,0,6,3479,93,142,388,459
2_112_7,2_1009,24156,COURT,NOUN,0,5,2940,93,142,459,519
2_112_9,2_1009,24157,hand,NOUN,1,4,2401,93,142,580,629
2_112_10,2_1009,24158,written,VERB,1,7,3969,93,142,629,710
2_112_11,2_1009,24159,note,NOUN,1,4,3087,93,142,710,773
2_112_12,2_1009,24160,July,NOUN,0,4,2793,93,142,773,830
2_112_14,2_1009,24161,My,PRON,0,2,2695,93,142,879,934
2_112_15,2_1009,24162,dear,NOUN,0,4,4884,142,208,66,140
2_112_17,2_1009,24163,Can,VERB,1,3,2706,142,208,218,259
2_112_18,2_1009,24164,we,PRON,0,2,1980,142,208,259,289
2_112_19,2_1009,24165,not,PRT,0,3,2640,142,208,289,329
2_112_20,2_1009,24166,bury,VERB,1,4,3300,142,208,329,379
2_112_21,2_1009,24167,the,DET,0,3,2640,142,208,379,419
2_112_23,2_1010,24168,I,PRON,0,1,1320,142,208,499,519
2_112_24,2_1010,24169,have,VERB,1,4,3300,142,208,519,569
2_112_25,2_1010,24170,found,VERB,1,5,4026,142,208,569,630
2_112_26,2_1010,24171,it,PRON,0,2,1914,142,208,630,659
2_112_27,2_1010,24172,hard,ADJ,1,4,3300,142,208,659,709
2_112_28,2_1010,24173,to,ADP,0,2,1980,142,208,709,739
2_112_29,2_1010,24174,forgive,VERB,1,7,5280,142,208,739,819
2_112_30,2_1010,24175,the,DET,0,3,4224,142,208,819,883
2_112_31,2_1010,24176,things,NOUN,1,6,6204,208,274,65,159
2_112_32,2_1010,24177,you,PRON,0,3,2706,208,274,159,200
2_112_33,2_1010,24178,said,VERB,1,4,3300,208,274,200,250
2_112_34,2_1010,24179,against,ADP,0,7,5214,208,274,250,329
2_112_35,2_1010,24180,my,PRON,0,2,2046,208,274,329,360
2_112_36,2_1010,24181,dear,NOUN,0,4,3300,208,274,360,410
2_112_37,2_1010,24182,husband,NOUN,1,7,5280,208,274,410,490
2_112_38,2_1010,24183,but,CONJ,0,3,2574,208,274,490,529
2_112_39,2_1010,24184,I,PRON,0,1,1320,208,274,529,549
2_112_40,2_1010,24185,am,VERB,1,2,2046,208,274,549,580
2_112_41,2_1010,24186,an,DET,0,2,1980,208,274,580,610
2_112_42,2_1010,24187,old,NOUN,1,3,2574,208,274,610,649
2_112_43,2_1010,24188,woman,NOUN,1,5,4026,208,274,649,710
2_112_45,2_1010,24189,very,ADV,1,4,3366,208,274,729,780
2_112_46,2_1010,24190,fond,ADJ,1,4,3300,208,274,780,830
2_112_47,2_1010,24191,of,ADP,0,2,1914,208,274,830,859
2_112_48,2_1010,24192,you,PRON,0,3,4686,208,274,859,930
2_112_49,2_1010,24193,Yours,PRON,0,5,5544,274,340,65,149
2_112_50,2_1010,24194,affectionately,ADV,1,14,10494,274,340,149,308
2_112_51,2_1010,24195,Emily,NOUN,0,5,4092,274,340,308,370
2_112_53,2_1010,24196,It,PRON,0,2,1980,274,340,489,519
2_112_54,2_1010,24197,was,VERB,1,3,2640,274,340,519,559
2_112_55,2_1010,24198,handed,VERB,1,6,4620,274,340,559,629
2_112_56,2_1010,24199,to,ADP,0,2,1980,274,340,629,659
2_112_57,2_1010,24200,the,DET,0,3,2640,274,340,659,699
2_112_58,2_1010,24201,jury,NOUN,1,4,3300,274,340,699,749
2_112_59,2_1010,24202,who,PRON,0,3,2640,274,340,749,789
2_112_60,2_1010,24203,scrutinized,VERB,1,11,9570,274,340,789,934
2_112_61,2_1010,24204,it,PRON,0,2,3498,340,406,66,119
2_112_62,2_1010,24205,attentively,ADV,1,11,8580,340,406,119,249
2_112_63,2_1011,24206,I,PRON,0,1,1980,340,406,249,279
2_112_64,2_1011,24207,fear,NOUN,1,4,3366,340,406,279,330
2_112_65,2_1011,24208,it,PRON,0,2,1914,340,406,330,359
2_112_66,2_1011,24209,does,VERB,1,4,3300,340,406,359,409
2_112_67,2_1011,24210,not,PRT,0,3,2640,340,406,409,449
2_112_68,2_1011,24211,help,NOUN,1,4,3366,340,406,449,500
2_112_69,2_1011,24212,us,PRON,0,2,1914,340,406,500,529
2_112_70,2_1011,24213,much,DET,0,4,4620,340,406,529,599
2_112_71,2_1011,24214,said,VERB,1,4,3300,340,406,599,649
2_112_72,2_1011,24215,the,DET,0,3,2640,340,406,649,689
2_112_73,2_1011,24216,Coroner,NOUN,1,7,5808,340,406,689,777
2_112_74,2_1011,24217,with,ADP,0,4,3498,340,406,777,830
2_112_75,2_1011,24218,a,DET,0,1,1320,340,406,830,850
2_112_76,2_1011,24219,sigh,NOUN,1,4,5280,340,406,850,930
2_112_77,2_1012,24220,There,ADV,0,5,6006,406,472,68,159
2_112_78,2_1012,24221,is,VERB,1,2,1980,406,472,159,189
2_112_79,2_1012,24222,no,X,0,2,1980,406,472,189,219
2_112_80,2_1012,24223,mention,NOUN,1,7,5346,406,472,219,300
2_112_81,2_1012,24224,of,ADP,0,2,1980,406,472,300,330
2_112_82,2_1012,24225,any,DET,0,3,2640,406,472,330,370
2_112_83,2_1012,24226,of,ADP,0,2,1914,406,472,370,399
2_112_84,2_1012,24227,the,DET,0,3,2640,406,472,399,439
2_112_85,2_1012,24228,events,NOUN,1,6,4620,406,472,439,509
2_112_86,2_1012,24229,of,ADP,0,2,1980,406,472,509,539
2_112_87,2_1012,24230,that,DET,0,4,3300,406,472,539,589
2_112_88,2_1012,24231,afternoon,NOUN,1,9,7986,406,472,589,710
2_112_89,2_1013,24232,Plain,ADJ,1,5,4620,406,472,710,780
2_112_90,2_1013,24233,as,CONJ,0,2,1914,406,472,780,809
2_112_91,2_1013,24234,a,DET,0,1,2970,406,472,809,854
2_112_92,2_1013,24235,pikestaff,VERB,1,9,8118,472,538,66,189
2_112_93,2_1013,24236,to,ADP,0,2,1980,472,538,189,219
2_112_94,2_1013,24237,me,PRON,0,2,3300,472,538,219,269
2_112_95,2_1013,24238,said,VERB,1,4,3300,472,538,269,319
2_112_96,2_1013,24239,Miss,NOUN,1,4,3300,472,538,319,369
2_112_98,2_1013,24240,shortly,ADV,1,7,5874,472,538,440,529
2_112_99,2_1014,24241,It,PRON,0,2,2640,472,538,529,569
2_112_100,2_1014,24242,shows,VERB,1,5,3960,472,538,569,629
2_112_101,2_1014,24243,clearly,ADV,1,7,5346,472,538,629,710
2_112_102,2_1014,24244,enough,ADV,1,6,4554,472,538,710,779
2_112_103,2_1014,24245,that,DET,0,4,3300,472,538,779,829
2_112_104,2_1014,24246,my,PRON,0,2,2046,472,538,829,860
2_112_105,2_1014,24247,poor,ADJ,1,4,4884,472,538,860,934
2_112_106,2_1014,24248,old,NOUN,1,3,3200,538,588,66,130
2_112_107,2_1014,24249,friend,NOUN,1,6,3500,538,588,130,200
2_112_108,2_1014,24250,had,VERB,1,3,2000,538,588,200,240
2_112_109,2_1014,24251,just,ADV,1,4,2450,538,588,240,289
2_112_110,2_1014,24252,found,VERB,1,5,3050,538,588,289,350
2_112_111,2_1014,24253,out,ADV,1,3,1950,538,588,350,389
2_112_112,2_1014,24254,shed,VERB,1,4,3050,538,588,389,450
2_112_113,2_1014,24255,been,VERB,1,4,2450,538,588,450,499
2_112_114,2_1014,24256,made,VERB,1,4,2500,538,588,499,549
2_112_115,2_1014,24257,a,DET,0,1,1050,538,588,549,570
2_112_116,2_1014,24258,fool,NOUN,1,4,2450,538,588,570,619
2_112_117,2_1014,24259,of,ADP,0,2,3700,538,588,619,693
2_113_1,2_1015,24260,It,PRON,0,2,2989,93,142,68,129
2_113_2,2_1015,24261,says,VERB,1,4,2450,93,142,129,179
2_113_3,2_1015,24262,nothing,PRON,0,7,3969,93,142,179,260
2_113_4,2_1015,24263,of,ADP,0,2,1421,93,142,260,289
2_113_5,2_1015,24264,the,DET,0,3,1960,93,142,289,329
2_113_6,2_1015,24265,kind,NOUN,1,4,2499,93,142,329,380
2_113_7,2_1015,24266,in,ADP,0,2,1421,93,142,380,409
2_113_8,2_1015,24267,the,DET,0,3,1960,93,142,409,449
2_113_9,2_1015,24268,letter,NOUN,1,6,4410,93,142,449,539
2_113_10,2_1015,24269,the,DET,0,3,1960,93,142,539,579
2_113_11,2_1015,24270,Coroner,NOUN,1,7,3969,93,142,579,660
2_113_12,2_1015,24271,pointed,VERB,1,7,3920,93,142,660,740
2_113_13,2_1015,24272,out,ADV,1,3,2401,93,142,740,789
2_113_14,2_1016,24273,No,X,0,2,3479,93,142,789,860
2_113_15,2_1016,24274,because,CONJ,0,7,6798,142,208,66,169
2_113_16,2_1016,24275,Emily,NOUN,0,5,4026,142,208,169,230
2_113_17,2_1016,24276,never,ADV,1,5,3960,142,208,230,290
2_113_18,2_1016,24277,could,VERB,1,5,3960,142,208,290,350
2_113_19,2_1016,24278,bear,VERB,1,4,3234,142,208,350,399
2_113_20,2_1016,24279,to,ADP,0,2,1980,142,208,399,429
2_113_21,2_1016,24280,put,VERB,1,3,2640,142,208,429,469
2_113_22,2_1016,24281,herself,PRON,0,7,5346,142,208,469,550
2_113_23,2_1016,24282,in,ADP,0,2,1914,142,208,550,579
2_113_24,2_1016,24283,the,DET,0,3,2640,142,208,579,619
2_113_25,2_1016,24284,wrong,ADJ,1,5,4554,142,208,619,688
2_113_26,2_1017,24285,But,CONJ,0,3,2706,142,208,688,729
2_113_27,2_1017,24286,I,PRON,0,1,1320,142,208,729,749
2_113_28,2_1017,24287,know,VERB,1,4,3366,142,208,749,800
2_113_29,2_1017,24288,her,PRON,0,3,3168,142,208,800,848
2_113_30,2_1018,24289,She,PRON,0,3,4290,142,208,848,913
2_113_31,2_1018,24290,wanted,VERB,1,6,6204,208,274,65,159
2_113_32,2_1018,24291,me,PRON,0,2,1980,208,274,159,189
2_113_33,2_1018,24292,back,NOUN,1,4,3894,208,274,189,248
2_113_34,2_1019,24293,But,CONJ,0,3,2706,208,274,248,289
2_113_35,2_1019,24294,she,PRON,0,3,2640,208,274,289,329
2_113_36,2_1019,24295,wasnt,VERB,1,5,4620,208,274,329,399
2_113_37,2_1019,24296,going,VERB,1,5,3960,208,274,399,459
2_113_38,2_1019,24297,to,ADP,0,2,1980,208,274,459,489
2_113_39,2_1019,24298,own,DET,0,3,2640,208,274,489,529
2_113_40,2_1019,24299,that,DET,0,4,3300,208,274,529,579
2_113_41,2_1019,24300,Id,PRON,0,2,2706,208,274,579,620
2_113_42,2_1019,24301,been,VERB,1,4,3300,208,274,620,670
2_113_43,2_1019,24302,right,NOUN,1,5,4488,208,274,670,738
2_113_44,2_1020,24303,She,PRON,0,3,2706,208,274,738,779
2_113_45,2_1020,24304,went,VERB,1,4,3366,208,274,779,830
2_113_46,2_1020,24305,round,ADJ,1,5,5544,208,274,830,914
2_113_47,2_1020,24306,about,ADP,0,5,6006,274,340,66,157
2_113_48,2_1021,24307,Most,ADV,1,4,3432,274,340,157,209
2_113_49,2_1021,24308,people,NOUN,1,6,4620,274,340,209,279
2_113_50,2_1021,24309,do,VERB,1,2,2574,274,340,279,318
2_113_51,2_1022,24310,Dont,NOUN,1,4,4026,274,340,318,379
2_113_52,2_1022,24311,believe,VERB,1,7,5280,274,340,379,459
2_113_53,2_1022,24312,in,ADP,0,2,2046,274,340,459,490
2_113_54,2_1022,24313,it,PRON,0,2,1914,274,340,490,519
2_113_55,2_1022,24314,myself,PRON,0,6,5940,274,340,519,609
2_113_56,2_1023,24315,Mr,NOUN,1,2,2508,274,340,609,647
2_113_57,2_1023,24316,Wells,NOUN,0,5,4092,274,340,647,709
2_113_58,2_1023,24317,smiled,VERB,1,6,4686,274,340,709,780
2_113_59,2_1023,24318,faintly,ADV,1,7,5808,274,340,780,868
2_113_60,2_1024,24319,So,ADV,1,2,4092,274,340,868,930
2_113_61,2_1024,24320,I,PRON,0,1,2838,340,406,66,109
2_113_62,2_1024,24321,noticed,VERB,1,7,5874,340,406,109,198
2_113_63,2_1024,24322,did,VERB,1,3,2772,340,406,198,240
2_113_64,2_1024,24323,several,DET,0,7,5214,340,406,240,319
2_113_65,2_1024,24324,of,ADP,0,2,1980,340,406,319,349
2_113_66,2_1024,24325,the,DET,0,3,2640,340,406,349,389
2_113_67,2_1024,24326,jury,NOUN,1,4,3828,340,406,389,447
2_113_68,2_1025,24327,Miss,NOUN,1,4,3432,340,406,447,499
2_113_70,2_1025,24328,was,VERB,1,3,2640,340,406,569,609
2_113_71,2_1025,24329,obviously,ADV,1,9,6666,340,406,609,710
2_113_72,2_1025,24330,quite,ADV,1,5,3894,340,406,710,769
2_113_73,2_1025,24331,a,DET,0,1,1386,340,406,769,790
2_113_74,2_1025,24332,public,NOUN,1,6,6204,340,406,790,884
2_113_75,2_1025,24333,character,NOUN,1,9,8778,406,472,66,199
2_113_76,2_1026,24334,Anyway,ADV,1,6,5874,406,472,199,288
2_113_77,2_1026,24335,all,DET,0,3,2706,406,472,288,329
2_113_78,2_1026,24336,this,DET,0,4,3300,406,472,329,379
2_113_79,2_1026,24337,tomfoolery,NOUN,1,10,7326,406,472,379,490
2_113_80,2_1026,24338,is,VERB,1,2,1914,406,472,490,519
2_113_81,2_1026,24339,a,DET,0,1,1386,406,472,519,540
2_113_82,2_1026,24340,great,ADJ,1,5,3894,406,472,540,599
2_113_83,2_1026,24341,waste,NOUN,1,5,3960,406,472,599,659
2_113_84,2_1026,24342,of,ADP,0,2,1980,406,472,659,689
2_113_85,2_1026,24343,time,NOUN,1,4,4620,406,472,689,759
2_113_86,2_1026,24344,continued,VERB,1,9,6600,406,472,759,859
2_113_87,2_1026,24345,the,DET,0,3,4224,406,472,859,923
2_113_88,2_1026,24346,lady,NOUN,1,4,5412,472,538,66,148
2_113_89,2_1026,24347,glancing,VERB,1,8,6072,472,538,148,240
2_113_90,2_1026,24348,up,ADV,1,2,1980,472,538,240,270
2_113_91,2_1026,24349,and,CONJ,0,3,2640,472,538,270,310
2_113_92,2_1026,24350,down,ADV,1,4,3234,472,538,310,359
2_113_93,2_1026,24351,the,DET,0,3,2640,472,538,359,399
2_113_94,2_1026,24352,jury,NOUN,1,4,3366,472,538,399,450
2_113_95,2_1026,24353,disparagingly,ADV,1,13,9834,472,538,450,599
2_113_97,2_1028,24354,When,CONJ,0,4,3432,472,538,808,860
2_113_98,2_1028,24355,all,DET,0,3,4158,472,538,860,923
2_113_99,2_1028,24356,the,DET,0,3,3200,538,588,65,129
2_113_100,2_1028,24357,time,NOUN,1,4,2500,538,588,129,179
2_113_101,2_1028,24358,we,PRON,0,2,1500,538,588,179,209
2_113_102,2_1028,24359,know,VERB,1,4,2550,538,588,209,260
2_113_103,2_1028,24360,perfectly,ADV,1,9,4950,538,588,260,359
2_113_104,2_1028,24361,well,ADV,1,4,7200,538,588,359,503
2_114_1,2_1029,24362,The,DET,0,3,3136,93,142,65,129
2_114_2,2_1029,24363,Coroner,NOUN,1,7,3969,93,142,129,210
2_114_3,2_1029,24364,interrupted,VERB,1,11,5880,93,142,210,330
2_114_4,2_1029,24365,her,PRON,0,3,1960,93,142,330,370
2_114_5,2_1029,24366,in,ADP,0,2,1470,93,142,370,400
2_114_6,2_1029,24367,an,DET,0,2,1470,93,142,400,430
2_114_7,2_1029,24368,agony,NOUN,1,5,2940,93,142,430,490
2_114_8,2_1029,24369,of,ADP,0,2,1470,93,142,490,520
2_114_9,2_1029,24370,apprehension,NOUN,1,12,6811,93,142,520,659
2_114_10,2_1029,24371,Thank,VERB,1,5,3430,93,142,659,729
2_114_11,2_1029,24372,you,PRON,0,3,2352,93,142,729,777
2_114_12,2_1029,24373,Miss,NOUN,1,4,2548,93,142,777,829
2_114_14,2_1029,24374,that,DET,0,4,4884,142,208,65,139
2_114_15,2_1029,24375,is,VERB,1,2,1980,142,208,139,169
2_114_16,2_1029,24376,all,DET,0,3,3960,142,208,169,229
2_114_17,2_1030,24377,I,PRON,0,1,1320,142,208,229,249
2_114_18,2_1030,24378,fancy,NOUN,1,5,4026,142,208,249,310
2_114_19,2_1030,24379,he,PRON,0,2,1914,142,208,310,339
2_114_20,2_1030,24380,breathed,VERB,1,8,6006,142,208,339,430
2_114_21,2_1030,24381,a,DET,0,1,1320,142,208,430,450
2_114_22,2_1030,24382,sigh,NOUN,1,4,3300,142,208,450,500
2_114_23,2_1030,24383,of,ADP,0,2,1980,142,208,500,530
2_114_24,2_1030,24384,relief,NOUN,1,6,4554,142,208,530,599
2_114_25,2_1030,24385,when,CONJ,0,4,3366,142,208,599,650
2_114_26,2_1030,24386,she,PRON,0,3,2574,142,208,650,689
2_114_27,2_1030,24387,complied,VERB,1,8,6534,142,208,689,788
2_114_28,2_1031,24388,Then,ADV,1,4,3432,142,208,788,840
2_114_29,2_1031,24389,came,VERB,1,4,4818,142,208,840,913
2_114_30,2_1031,24390,the,DET,0,3,4224,208,274,65,129
2_114_31,2_1031,24391,sensation,NOUN,1,9,6666,208,274,129,230
2_114_32,2_1031,24392,of,ADP,0,2,1914,208,274,230,259
2_114_33,2_1031,24393,the,DET,0,3,2640,208,274,259,299
2_114_34,2_1031,24394,day,NOUN,1,3,3234,208,274,299,348
2_114_35,2_1032,24395,The,DET,0,3,2706,208,274,348,389
2_114_36,2_1032,24396,Coroner,NOUN,1,7,5346,208,274,389,470
2_114_37,2_1032,24397,called,VERB,1,6,4554,208,274,470,539
2_114_38,2_1032,24398,Albert,NOUN,0,6,4620,208,274,539,609
2_114_39,2_1032,24399,Mace,NOUN,0,4,3894,208,274,609,668
2_114_40,2_1032,24400,chemists,NOUN,1,8,6666,208,274,668,769
2_114_41,2_1032,24401,assistant,NOUN,1,9,7194,208,274,769,878
2_114_42,2_1033,24402,It,PRON,0,2,3630,208,274,878,933
2_114_43,2_1033,24403,was,VERB,1,3,4224,274,340,65,129
2_114_44,2_1033,24404,our,PRON,0,3,2706,274,340,129,170
2_114_45,2_1033,24405,agitated,ADJ,1,8,5874,274,340,170,259
2_114_46,2_1033,24406,young,ADJ,1,5,3960,274,340,259,319
2_114_47,2_1033,24407,man,NOUN,1,3,2706,274,340,319,360
2_114_48,2_1033,24408,of,ADP,0,2,1914,274,340,360,389
2_114_49,2_1033,24409,the,DET,0,3,2640,274,340,389,429
2_114_50,2_1033,24410,pale,ADJ,1,4,3300,274,340,429,479
2_114_51,2_1033,24411,face,NOUN,1,4,3894,274,340,479,538
2_114_52,2_1034,24412,In,ADP,0,2,2112,274,340,538,570
2_114_53,2_1034,24413,answer,NOUN,1,6,4554,274,340,570,639
2_114_54,2_1034,24414,to,ADP,0,2,1980,274,340,639,669
2_114_55,2_1034,24415,the,DET,0,3,2640,274,340,669,709
2_114_56,2_1034,24416,Coroners,NOUN,1,8,8184,274,340,709,833
2_114_57,2_1034,24417,questions,NOUN,1,9,8712,340,406,66,198
2_114_58,2_1034,24418,he,PRON,0,2,2046,340,406,198,229
2_114_59,2_1034,24419,explained,VERB,1,9,6600,340,406,229,329
2_114_60,2_1034,24420,that,DET,0,4,3300,340,406,329,379
2_114_61,2_1034,24421,he,PRON,0,2,1980,340,406,379,409
2_114_62,2_1034,24422,was,VERB,1,3,2640,340,406,409,449
2_114_63,2_1034,24423,a,DET,0,1,1386,340,406,449,470
2_114_64,2_1034,24424,qualified,VERB,1,9,6600,340,406,470,570
2_114_65,2_1034,24425,pharmacist,NOUN,1,10,7788,340,406,570,688
2_114_66,2_1034,24426,but,CONJ,0,3,2706,340,406,688,729
2_114_67,2_1034,24427,had,VERB,1,3,2706,340,406,729,770
2_114_68,2_1034,24428,only,ADV,1,4,3300,340,406,770,820
2_114_69,2_1034,24429,recently,ADV,1,8,7524,340,406,820,934
2_114_70,2_1034,24430,come,VERB,1,4,4891,406,473,66,139
2_114_71,2_1034,24431,to,ADP,0,2,2010,406,473,139,169
2_114_72,2_1034,24432,this,DET,0,4,3350,406,473,169,219
2_114_73,2_1034,24433,particular,ADJ,1,10,7437,406,473,219,330
2_114_74,2_1034,24434,shop,NOUN,1,4,3886,406,473,330,388
2_114_75,2_1034,24435,as,CONJ,0,2,2077,406,473,388,419
2_114_76,2_1034,24436,the,DET,0,3,2680,406,473,419,459
2_114_77,2_1034,24437,assistant,NOUN,1,9,6700,406,473,459,559
2_114_78,2_1034,24438,formerly,ADV,1,8,6030,406,473,559,649
2_114_79,2_1034,24439,there,ADV,0,5,4020,406,473,649,709
2_114_80,2_1034,24440,had,VERB,1,3,2747,406,473,709,750
2_114_81,2_1034,24441,just,ADV,1,4,3283,406,473,750,799
2_114_82,2_1034,24442,been,VERB,1,4,5025,406,473,799,874
2_114_83,2_1034,24443,called,VERB,1,6,4606,473,522,66,160
2_114_84,2_1034,24444,up,ADV,1,2,1470,473,522,160,190
2_114_85,2_1034,24445,for,ADP,0,3,1911,473,522,190,229
2_114_86,2_1034,24446,the,DET,0,3,1960,473,522,229,269
2_114_87,2_1034,24447,army,NOUN,1,4,3969,473,522,269,350
2_115_1,2_1035,24448,These,DET,0,5,4116,93,142,65,149
2_115_2,2_1035,24449,preliminaries,NOUN,1,13,6860,93,142,149,289
2_115_3,2_1035,24450,completed,VERB,1,9,5292,93,142,289,397
2_115_4,2_1035,24451,the,DET,0,3,2058,93,142,397,439
2_115_5,2_1035,24452,Coroner,NOUN,1,7,3969,93,142,439,520
2_115_6,2_1035,24453,proceeded,VERB,1,9,4851,93,142,520,619
2_115_7,2_1035,24454,to,ADP,0,2,1470,93,142,619,649
2_115_8,2_1035,24455,business,NOUN,1,8,4900,93,142,649,749
2_115_9,2_1036,24456,Mr,NOUN,1,2,2352,93,142,749,797
2_115_10,2_1036,24457,Mace,NOUN,0,4,2989,93,142,797,858
2_115_11,2_1036,24458,have,VERB,1,4,3675,93,142,858,933
2_115_12,2_1036,24459,you,PRON,0,3,4290,142,208,65,130
2_115_13,2_1036,24460,lately,ADV,1,6,4620,142,208,130,200
2_115_14,2_1036,24461,sold,VERB,1,4,3300,142,208,200,250
2_115_15,2_1036,24462,strychnine,NOUN,1,10,7194,142,208,250,359
2_115_16,2_1036,24463,to,ADP,0,2,1980,142,208,359,389
2_115_17,2_1036,24464,any,DET,0,3,2706,142,208,389,430
2_115_18,2_1036,24465,unauthorized,ADJ,1,12,8580,142,208,430,560
2_115_19,2_1036,24466,person,NOUN,1,6,5940,142,208,560,650
2_115_20,2_1037,24467,Yes,X,0,3,3828,142,208,650,708
2_115_21,2_1037,24468,sir,NOUN,1,3,4092,142,208,708,770
2_115_22,2_1038,24469,When,CONJ,0,4,3894,142,208,770,829
2_115_23,2_1038,24470,was,VERB,1,3,4224,142,208,829,893
2_115_24,2_1038,24471,this,DET,0,4,6270,208,274,65,160
2_115_25,2_1039,24472,Last,NUM,0,4,3894,208,274,160,219
2_115_26,2_1039,24473,Monday,NOUN,0,6,4686,208,274,219,290
2_115_27,2_1039,24474,night,NOUN,1,5,5280,208,274,290,370
2_115_28,2_1040,24475,Monday,NOUN,0,6,5874,208,274,370,459
2_115_29,2_1041,24476,Not,PRT,0,3,2640,208,274,459,499
2_115_30,2_1041,24477,Tuesday,NOUN,0,7,6666,208,274,499,600
2_115_31,2_1042,24478,No,X,0,2,3168,208,274,600,648
2_115_32,2_1042,24479,sir,NOUN,1,3,3234,208,274,648,697
2_115_33,2_1042,24480,Monday,NOUN,0,6,5280,208,274,697,777
2_115_34,2_1042,24481,the,DET,0,3,2838,208,274,777,820
2_115_36,2_1043,24482,Will,NOUN,1,4,5346,274,340,68,149
2_115_37,2_1043,24483,you,PRON,0,3,2640,274,340,149,189
2_115_38,2_1043,24484,tell,VERB,1,4,3300,274,340,189,239
2_115_39,2_1043,24485,us,PRON,0,2,1980,274,340,239,269
2_115_40,2_1043,24486,to,ADP,0,2,1980,274,340,269,299
2_115_41,2_1043,24487,whom,PRON,0,4,3300,274,340,299,349
2_115_42,2_1043,24488,you,PRON,0,3,2706,274,340,349,390
2_115_43,2_1043,24489,sold,VERB,1,4,3300,274,340,390,440
2_115_44,2_1043,24490,it,PRON,0,2,3234,274,340,440,489
2_115_45,2_1044,24491,You,PRON,0,3,2706,274,340,489,530
2_115_46,2_1044,24492,could,VERB,1,5,3960,274,340,530,590
2_115_47,2_1044,24493,have,VERB,1,4,3234,274,340,590,639
2_115_48,2_1044,24494,heard,VERB,1,5,4026,274,340,639,700
2_115_49,2_1044,24495,a,DET,0,1,1320,274,340,700,720
2_115_50,2_1044,24496,pin,NOUN,1,3,2640,274,340,720,760
2_115_51,2_1044,24497,drop,VERB,1,4,3894,274,340,760,819
2_115_52,2_1045,24498,Yes,X,0,3,5346,274,340,819,900
2_115_53,2_1045,24499,sir,NOUN,1,3,4752,340,406,66,138
2_115_54,2_1046,24500,It,PRON,0,2,2046,340,406,138,169
2_115_55,2_1046,24501,was,VERB,1,3,2640,340,406,169,209
2_115_56,2_1046,24502,to,ADP,0,2,1980,340,406,209,239
2_115_57,2_1046,24503,Mr,NOUN,1,2,2574,340,406,239,278
2_115_59,2_1047,24504,Every,DET,0,5,4026,340,406,409,470
2_115_60,2_1047,24505,eye,NOUN,1,3,2574,340,406,470,509
2_115_61,2_1047,24506,turned,VERB,1,6,4686,340,406,509,580
2_115_62,2_1047,24507,simultaneously,ADV,1,14,9834,340,406,580,729
2_115_63,2_1047,24508,to,ADP,0,2,1980,340,406,729,759
2_115_64,2_1047,24509,where,ADV,1,5,3960,340,406,759,819
2_115_65,2_1047,24510,Alfred,NOUN,0,6,6270,340,406,819,914
